"Order.number.of.item","Label","PennElementType","PennElementName","Value","PROLIFIC_ID","group","experiment","item","condition","modal","parameter","Comments"
5,"practice-norming","PennController","9","End","69480b53be885d580a398bf4","practice","practice-1","NULL","","","",""
5,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","practice","practice-1","Any addtional parameters were appended as additional columns","","","",""
5,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","2","69480b53be885d580a398bf4","practice","practice-1","NULL","29057","","",""
5,"practice-norming","TextInput","prac-comment"," ","69480b53be885d580a398bf4","practice","practice-1","NULL","","","",""
5,"practice-norming","PennController","9","End","69480b53be885d580a398bf4","practice","practice-1","NULL","","","",""
6,"practice-norming","PennController","10","Start","69480b53be885d580a398bf4","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","Start","69480b53be885d580a398bf4","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","End","69480b53be885d580a398bf4","practice","practice-2","NULL","","","",""
6,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","practice","practice-2","Any addtional parameters were appended as additional columns","","","",""
6,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69480b53be885d580a398bf4","practice","practice-2","NULL","12326","","",""
6,"practice-norming","TextInput","prac-comment"," ","69480b53be885d580a398bf4","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","End","69480b53be885d580a398bf4","practice","practice-2","NULL","","","",""
7,"transition-norming","PennController","5","Start","69480b53be885d580a398bf4","NULL","","","","","",""
7,"transition-norming","PennController","5","Start","69480b53be885d580a398bf4","NULL","","","","","",""
7,"transition-norming","PennController","5","End","69480b53be885d580a398bf4","NULL","","","","","",""
7,"transition-norming","PennController","5","End","69480b53be885d580a398bf4","NULL","","","","","",""
13,"norming-trial-1","PennController","16","Start","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic",""
13,"norming-trial-1","PennController","16","Start","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic",""
13,"norming-trial-1","PennController","16","End","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic",""
13,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic",""
13,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
13,"norming-trial-1","TextInput","norm-comment"," Potentieller Fehler in der Frage? An erster Stelle sollte vielleicht Lisa stehen.","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic",""
13,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic",""
13,"norming-trial-1","PennController","16","End","69480b53be885d580a398bf4","1","main","main-4","bouletic-soll","soll","bouletic",""
28,"norming-trial-1","PennController","31","Start","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic",""
28,"norming-trial-1","PennController","31","Start","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic",""
28,"norming-trial-1","PennController","31","End","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic",""
28,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic",""
28,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
28,"norming-trial-1","TextInput","norm-comment"," Wenn Carla sie daran erinnert%2C dann unterstützt sie es.","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic",""
28,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic",""
28,"norming-trial-1","PennController","31","End","69480b53be885d580a398bf4","1","main","main-2","non-bouletic-soll","soll","non-bouletic",""
54,"norming-trial-1","PennController","57","Start","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","PennController","57","Start","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","PennController","57","End","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad","Any addtional parameters were appended as additional columns"
54,"norming-trial-1","TextInput","norm-comment"," Wahrscheinlich die Freunde","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","PennController","57","End","69480b53be885d580a398bf4","1","control","control-10","control-bad","darf","bad",""
52,"norming-trial-1","PennController","55","Start","69480b53be885d580a398bf4","1","control","control-12","control-bad","darf","bad",""
52,"norming-trial-1","PennController","55","Start","69480b53be885d580a398bf4","1","control","control-12","control-bad","darf","bad",""
52,"norming-trial-1","PennController","55","End","69480b53be885d580a398bf4","1","control","control-12","control-bad","darf","bad",""
52,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-12","control-bad","darf","bad",""
52,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69480b53be885d580a398bf4","1","control","control-12","control-bad","darf","bad","Any addtional parameters were appended as additional columns"
52,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-12","control-bad","darf","bad",""
52,"norming-trial-1","PennController","55","End","69480b53be885d580a398bf4","1","control","control-12","control-bad","darf","bad",""
15,"norming-trial-1","PennController","18","Start","69480b53be885d580a398bf4","1","main","main-31","non-bouletic-soll","soll","non-bouletic",""
15,"norming-trial-1","PennController","18","Start","69480b53be885d580a398bf4","1","main","main-31","non-bouletic-soll","soll","non-bouletic",""
15,"norming-trial-1","PennController","18","End","69480b53be885d580a398bf4","1","main","main-31","non-bouletic-soll","soll","non-bouletic",""
15,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-31","non-bouletic-soll","soll","non-bouletic",""
15,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-31","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
15,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-31","non-bouletic-soll","soll","non-bouletic",""
15,"norming-trial-1","PennController","18","End","69480b53be885d580a398bf4","1","main","main-31","non-bouletic-soll","soll","non-bouletic",""
44,"norming-trial-1","PennController","47","Start","69480b53be885d580a398bf4","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","PennController","47","Start","69480b53be885d580a398bf4","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","PennController","47","End","69480b53be885d580a398bf4","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69480b53be885d580a398bf4","1","control","control-5","control-bad","kann","good","Any addtional parameters were appended as additional columns"
44,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","PennController","47","End","69480b53be885d580a398bf4","1","control","control-5","control-bad","kann","good",""
14,"norming-trial-1","PennController","17","Start","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","PennController","17","Start","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","PennController","17","End","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
14,"norming-trial-1","TextInput","norm-comment"," Die Mutter","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","PennController","17","End","69480b53be885d580a398bf4","1","main","main-32","bouletic-soll","soll","bouletic",""
8,"norming-trial-1","PennController","11","Start","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic",""
8,"norming-trial-1","PennController","11","Start","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic",""
8,"norming-trial-1","PennController","11","End","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic",""
8,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic",""
8,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","4","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
8,"norming-trial-1","TextInput","norm-comment"," Die Meinung der Mutter ist unbekannt.","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic",""
8,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic",""
8,"norming-trial-1","PennController","11","End","69480b53be885d580a398bf4","1","main","main-9","non-bouletic-soll","soll","non-bouletic",""
38,"norming-trial-1","PennController","41","Start","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic",""
38,"norming-trial-1","PennController","41","Start","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic",""
38,"norming-trial-1","PennController","41","End","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic",""
38,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic",""
38,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
38,"norming-trial-1","TextInput","norm-comment"," Tierschützer","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic",""
38,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic",""
38,"norming-trial-1","PennController","41","End","69480b53be885d580a398bf4","1","main","main-10","non-bouletic-soll","soll","non-bouletic",""
12,"norming-trial-1","PennController","15","Start","69480b53be885d580a398bf4","1","main","main-5","non-bouletic-soll","soll","non-bouletic",""
12,"norming-trial-1","PennController","15","Start","69480b53be885d580a398bf4","1","main","main-5","non-bouletic-soll","soll","non-bouletic",""
12,"norming-trial-1","PennController","15","End","69480b53be885d580a398bf4","1","main","main-5","non-bouletic-soll","soll","non-bouletic",""
12,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-5","non-bouletic-soll","soll","non-bouletic",""
12,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","2","69480b53be885d580a398bf4","1","main","main-5","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
12,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-5","non-bouletic-soll","soll","non-bouletic",""
12,"norming-trial-1","PennController","15","End","69480b53be885d580a398bf4","1","main","main-5","non-bouletic-soll","soll","non-bouletic",""
32,"norming-trial-1","PennController","35","Start","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","Start","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","End","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
32,"norming-trial-1","TextInput","norm-comment"," Die Chefin","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","End","69480b53be885d580a398bf4","1","main","main-16","bouletic-soll","soll","bouletic",""
40,"norming-trial-1","PennController","43","Start","69480b53be885d580a398bf4","1","control","control-9","control-bad","darf","bad",""
40,"norming-trial-1","PennController","43","Start","69480b53be885d580a398bf4","1","control","control-9","control-bad","darf","bad",""
40,"norming-trial-1","PennController","43","End","69480b53be885d580a398bf4","1","control","control-9","control-bad","darf","bad",""
40,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-9","control-bad","darf","bad",""
40,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69480b53be885d580a398bf4","1","control","control-9","control-bad","darf","bad","Any addtional parameters were appended as additional columns"
40,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-9","control-bad","darf","bad",""
40,"norming-trial-1","PennController","43","End","69480b53be885d580a398bf4","1","control","control-9","control-bad","darf","bad",""
20,"norming-trial-1","PennController","23","Start","69480b53be885d580a398bf4","1","main","main-27","non-bouletic-soll","soll","non-bouletic",""
20,"norming-trial-1","PennController","23","Start","69480b53be885d580a398bf4","1","main","main-27","non-bouletic-soll","soll","non-bouletic",""
20,"norming-trial-1","PennController","23","End","69480b53be885d580a398bf4","1","main","main-27","non-bouletic-soll","soll","non-bouletic",""
20,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-27","non-bouletic-soll","soll","non-bouletic",""
20,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-27","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
20,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-27","non-bouletic-soll","soll","non-bouletic",""
20,"norming-trial-1","PennController","23","End","69480b53be885d580a398bf4","1","main","main-27","non-bouletic-soll","soll","non-bouletic",""
47,"norming-trial-1","PennController","50","Start","69480b53be885d580a398bf4","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","PennController","50","Start","69480b53be885d580a398bf4","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","PennController","50","End","69480b53be885d580a398bf4","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","control","control-2","control-good","darf","good","Any addtional parameters were appended as additional columns"
47,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","PennController","50","End","69480b53be885d580a398bf4","1","control","control-2","control-good","darf","good",""
51,"norming-trial-1","PennController","54","Start","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","PennController","54","Start","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","PennController","54","End","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad","Any addtional parameters were appended as additional columns"
51,"norming-trial-1","TextInput","norm-comment"," Torben provoziert mit dieser Aussage","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","PennController","54","End","69480b53be885d580a398bf4","1","control","control-13","control-bad","kann","bad",""
21,"norming-trial-1","PennController","24","Start","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic",""
21,"norming-trial-1","PennController","24","Start","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic",""
21,"norming-trial-1","PennController","24","End","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic",""
21,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic",""
21,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
21,"norming-trial-1","TextInput","norm-comment"," Der Sportverein","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic",""
21,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic",""
21,"norming-trial-1","PennController","24","End","69480b53be885d580a398bf4","1","main","main-26","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","Start","69480b53be885d580a398bf4","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","Start","69480b53be885d580a398bf4","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","End","69480b53be885d580a398bf4","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-25","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
22,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","End","69480b53be885d580a398bf4","1","main","main-25","bouletic-soll","soll","bouletic",""
50,"norming-trial-1","PennController","53","Start","69480b53be885d580a398bf4","1","control","control-14","control-bad","kann","bad",""
50,"norming-trial-1","PennController","53","Start","69480b53be885d580a398bf4","1","control","control-14","control-bad","kann","bad",""
50,"norming-trial-1","PennController","53","End","69480b53be885d580a398bf4","1","control","control-14","control-bad","kann","bad",""
50,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-14","control-bad","kann","bad",""
50,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69480b53be885d580a398bf4","1","control","control-14","control-bad","kann","bad","Any addtional parameters were appended as additional columns"
50,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-14","control-bad","kann","bad",""
50,"norming-trial-1","PennController","53","End","69480b53be885d580a398bf4","1","control","control-14","control-bad","kann","bad",""
26,"norming-trial-1","PennController","29","Start","69480b53be885d580a398bf4","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","PennController","29","Start","69480b53be885d580a398bf4","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","PennController","29","End","69480b53be885d580a398bf4","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-21","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
26,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","PennController","29","End","69480b53be885d580a398bf4","1","main","main-21","bouletic-soll","soll","bouletic",""
43,"norming-trial-1","PennController","46","Start","69480b53be885d580a398bf4","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","PennController","46","Start","69480b53be885d580a398bf4","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","PennController","46","End","69480b53be885d580a398bf4","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","control","control-6","control-good","kann","good","Any addtional parameters were appended as additional columns"
43,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","PennController","46","End","69480b53be885d580a398bf4","1","control","control-6","control-good","kann","good",""
36,"norming-trial-1","PennController","39","Start","69480b53be885d580a398bf4","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","PennController","39","Start","69480b53be885d580a398bf4","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","PennController","39","End","69480b53be885d580a398bf4","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69480b53be885d580a398bf4","1","main","main-12","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
36,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","PennController","39","End","69480b53be885d580a398bf4","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
16,"norming-trial-1","PennController","19","Start","69480b53be885d580a398bf4","1","main","main-30","bouletic-soll","soll","bouletic",""
16,"norming-trial-1","PennController","19","Start","69480b53be885d580a398bf4","1","main","main-30","bouletic-soll","soll","bouletic",""
16,"norming-trial-1","PennController","19","End","69480b53be885d580a398bf4","1","main","main-30","bouletic-soll","soll","bouletic",""
16,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-30","bouletic-soll","soll","bouletic",""
16,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-30","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
16,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-30","bouletic-soll","soll","bouletic",""
16,"norming-trial-1","PennController","19","End","69480b53be885d580a398bf4","1","main","main-30","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","Start","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","Start","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","End","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
29,"norming-trial-1","TextInput","norm-comment"," Finn selbst","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","TextInput","norm-comment"," ","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic",""
29,"norming-trial-1","PennController","32","End","69480b53be885d580a398bf4","1","main","main-19","bouletic-soll","soll","bouletic",""
48,"norming-trial-1","PennController","51","Start","69480b53be885d580a398bf4","1","control","control-16","control-good","kann","bad",""
48,"norming-trial-1","PennController","51","Start","69480b53be885d580a398bf4","1","control","control-16","control-good","kann","bad",""
48,"norming-trial-1","PennController","51","End","69480b53be885d580a398bf4","1","control","control-16","control-good","kann","bad",""
48,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69480b53be885d580a398bf4","1","control","control-16","control-good","kann","bad",""
